timestamp,funding_rate
1572451200000,0.00052312
1572480000000,0.0001317
1572508800000,0.00038598
1572537600000,0.00041061
1572566400000,0.00015873
1572595200000,0.00048728
1572624000000,0.0001
1572652800000,0.0001
1572681600001,0.0001
1572710400000,0.0001
1572739200000,0.0001
1572768000000,0.0001
1572796800000,0.0001
1572825600000,0.0001
1572854400000,0.00010072
1572883200000,0.0001
1572912000000,0.0001
1572940800000,0.0001
1572969600000,0.0001
1572998400000,0.0001
1573027200000,0.0001
1573056000000,0.00013877
1573084800000,0.00027025
1573113600000,0.00018004
1573142400000,0.0001953
1573171200000,0.000125
1573200000000,0.0001
1573228800000,0.0001
1573257600000,0.0001
1573286400000,0.0001
1573315200000,0.0001
1573344000000,0.0001
1573372800000,0.0001
1573401600000,0.0001
1573430400000,0.0001
1573459200000,0.0001
1573488000000,0.0001
1573516800000,0.0001
1573545600000,0.0001
1573574400000,0.0001
1573603200000,-0.00022089
1573632000000,0.0001
1573660800000,0.0001
1573689600000,0.0001
1573718400000,0.0001
1573747200000,0.0001
1573776000000,0.0001
1573804800000,0.0001
1573833600000,0.0001
1573862400001,0.0001
1573891200000,0.0001
1573920000000,0.0001
1573948800000,0.0001
1573977600001,0.0001
1574006400000,0.0001
1574035200000,0.0001
1574064000001,0.0001
1574092800000,0.0001
1574121600000,0.0001
1574150400000,0.0001
1574179200000,0.0001
1574208000000,0.0001
1574236800000,0.0001
1574265600000,0.0001
1574294400000,0.0001
1574323200000,0.0001
1574352000000,0.0001
1574380800000,0.00006832
1574409600001,0.00009601
1574438400000,-0.00025622
1574467200000,-0.0002867
1574496000000,-0.00017048
1574524800000,-0.0001429
1574553600000,-0.00010216
1574582400000,0.0001
1574611200000,0.0001
1574640000000,0.0001
1574668800000,-0.00003046
1574697600000,-0.00011089
1574726400000,-0.00008462
1574755200000,-0.00046229
1574784000000,-0.00036807
1574812800000,-0.00018098
1574841600000,-0.00015744
1574870400000,0.0001
1574899200000,0.0001
1574928000000,0.0001
1574956800000,0.0001
1574985600000,0.0001
1575014400000,0.0001
1575043200000,0.0001
1575072000000,0.0001
1575100800000,-0.00001926
1575129600000,0.0001
1575158400000,0.0001
1575187200000,0.0001
1575216000000,0.0001
1575244800000,0.0001
1575273600000,0.0001
1575302400000,0.00001721
1575331200000,0.00001418
1575360000000,0.00008902
1575388800000,-0.00001025
1575417600000,-0.00000355
1575446400000,0.00003333
1575475200000,-0.00005268
1575504000000,0.00002564
1575532800001,-0.00009765
1575561600000,0.00001789
1575590400000,0.00007761
1575619200000,0.00005834
1575648000000,0.00006551
1575676800000,0.0001
1575705600001,0.00003809
1575734400000,0.0001
1575763200000,0.0001
1575792000000,0.0001
1575820800000,0.0001
1575849600000,0.0001
1575878400000,0.0001
1575907200000,0.0001
1575936000000,0.0001
1575964800001,0.0001
1575993600000,0.0001
1576022400000,0.0001
1576051200000,0.00004062
1576080000000,-0.00005692
1576108800000,0.0000316
1576137600001,-0.0000032
1576166400000,-0.0000852
1576195200000,-0.00007162
1576224000000,-0.00011387
1576252800000,-0.00009781
1576281600000,-0.00005358
1576310400000,0.00002252
1576339200000,0.0001
1576368000000,-0.00001788
1576396800001,0.00007982
1576425600000,0.00002225
1576454400001,-0.00013465
1576483200000,-0.00010782
1576512000003,-0.00003652
1576540800008,-0.00004606
1576569600000,-0.00013429
1576598400000,-0.00001606
1576627200006,-0.00013767
1576656000000,-0.00022278
1576684800000,-0.0001509
1576713600001,0.0001
1576742400001,0.0001
1576771200000,0.0001
1576800000000,0.00002383
1576828800000,0.00001034
1576857600000,0.0000319
1576886400000,-0.00000237
1576915200000,0.0001
1576944000000,0.0001
1576972800000,0.0001
1577001600001,0.0001
1577030400000,0.0000157
1577059200000,0.0001
1577088000000,0.0001
1577116800000,0.0001
1577145600000,0.0001
1577174400000,0.0001
1577203200000,0.0001
1577232000000,0.0001
1577260800000,0.00006107
1577289600000,0.0001
1577318400000,0.0001
1577347200000,0.0001
1577376000000,-0.00002854
1577404800001,0.00002605
1577433600000,-0.00005694
1577462400000,-0.00008764
1577491200000,-0.00007701
1577520000000,-0.00004257
1577548800000,0.00002166
1577577600000,-0.0002325
1577606400000,0.0001
1577635200000,-0.00008727
1577664000000,-0.00010232
1577692800000,-0.0001794
1577721600000,-0.00001406
1577750400000,0.00003936
1577779200000,-0.0001305
1577808000000,-0.00002403
1577836800000,-0.00012359
1577865600000,-0.00012383
1577894400000,-0.00009664
1577923200002,0.00003662
1577952000000,0.0001
1577980800000,0.00000104
1578009600000,-0.00001664
1578038400000,-0.00001553
1578067200001,0.0001
1578096000000,0.0001
1578124800000,8.4e-7
1578153600000,0.00007387
1578182400000,0.0001
1578211200000,0.0001
1578240000000,0.0001
1578268800000,0.0001
1578297600000,0.0001
1578326400000,0.0001
1578355200000,0.0001
1578384000001,0.0001
1578412800000,0.0001
1578441600000,0.00012514
1578470400000,0.0001
1578499200001,0.0001
1578528000000,0.0001
1578556800000,0.0001
1578585600000,0.0001
1578614400000,0.0001
1578643200000,0.0001
1578672000000,0.0001
1578700800000,0.0001
1578729600000,0.00017846
1578758400000,0.0001
1578787200000,0.0001
1578816000000,0.0001
1578844800000,0.0001
1578873600001,0.0001
1578902400000,0.0001
1578931200000,0.0001
1578960000000,0.0001
1578988800000,0.000259
1579017600001,0.0001
1579046400000,0.00049392
1579075200000,0.00019497
1579104000000,0.0001
1579132800000,0.0001
1579161600000,0.00041191
1579190400000,0.00031466
1579219200000,0.0001
1579248000000,0.00015027
1579276800000,0.00056749
1579305600001,0.0001
1579334400001,0.00029182
1579363200000,0.00032081
1579392000000,0.00020041
1579420800000,0.00039329
1579449600000,0.00092467
1579478400000,0.00029702
1579507200000,0.0001
1579536000000,0.00010782
1579564800000,0.00012057
1579593600000,0.00015425
1579622400000,0.0001574
1579651200000,0.0001
1579680000001,0.00021392
1579708800000,0.0001
1579737600000,0.0001
1579766400000,0.0001
1579795200000,0.00052304
1579824000000,0.00054719
1579852800000,0.00042124
1579881600001,0.00017948
1579910400000,0.0001
1579939200000,0.0001
1579968000001,0.0001
1579996800000,0.0001
1580025600000,0.0001
1580054400000,0.0001
1580083200000,0.0001
1580112000001,0.0001
1580140800000,0.0001
1580169600000,0.0001
1580198400000,0.00068689
1580227200000,0.00054394
1580256000001,0.00062324
1580284800000,0.00108193
1580313600002,0.00053694
1580342400000,0.000236
1580371200000,0.00024877
1580400000000,0.00034852
1580428800000,0.00053551
1580457600000,0.00077154
1580486400000,0.00039858
1580515200000,0.00074991
1580544000000,0.00065667
1580572800000,0.00049052
1580601600000,0.00028263
1580630400000,0.00034916
1580659200000,0.00065524
1580688000000,0.00060677
1580716800000,0.00035862
1580745600000,0.0001
1580774400000,0.00099282
1580803200001,0.0005445
1580832000000,0.00038192
1580860800002,0.0001
1580889600000,0.0001
1580918400000,0.00052631
1580947200000,0.00164021
1580976000000,0.00078299
1581004800000,0.00055668
1581033600000,0.00035618
1581062400000,0.00019726
1581091200001,0.00034616
1581120000000,0.00039915
1581148800000,0.00062858
1581177600000,0.00099315
1581206400000,0.00042798
1581235200000,0.00081519
1581264000000,0.00113954
1581292800000,0.00106733
1581321600000,0.00125022
1581350400009,0.00097918
1581379200000,0.00043989
1581408000000,0.00064797
1581436800000,0.0005012
1581465600000,0.003
1581494400001,0.00108055
1581523200000,0.00103884
1581552000001,0.00093553
1581580800000,0.00084403
1581609600000,0.00070414
1581638400000,0.0006332
1581667200000,0.00074453
1581696000000,0.00055952
1581724800000,0.00059113
1581753600000,0.0009686
1581782400000,0.00087369
1581811200000,0.00051202
1581840000000,0.00036973
1581868800000,0.00060847
1581897600000,0.00043179
1581926400000,0.0006096
1581955200000,0.00091076
1581984000000,0.00026967
1582012800000,0.00013952
1582041600000,0.00029662
1582070400000,0.00046396
1582099200001,0.00038487
1582128000000,0.00040757
1582156800004,0.0001
1582185600000,0.0001
1582214400000,0.0001
1582243200000,0.0001
1582272000000,0.0001
1582300800000,0.0001
1582329600000,0.0001
1582358400001,0.0001
1582387200000,0.00012243
1582416000000,0.00029663
1582444800000,0.0003901
1582473600000,0.00065308
1582502400015,0.00048774
1582531200000,0.00014587
1582560000000,0.0001
1582588800001,0.00032389
1582617600000,0.00027363
1582646400001,0.00046949
1582675200000,0.0003617
1582704000001,0.0005063
1582732800000,0.0003866
1582761600001,0.00017363
1582790400001,0.0001
1582819200000,0.0001
1582848000000,0.0001
1582876800000,0.00011659
1582905600000,0.00023604
1582934400000,0.00061536
1582963200000,0.00060166
1582992000000,0.00062345
1583020800000,0.00049317
1583049600000,0.00027933
1583078400001,0.00031033
1583107200000,0.0001872
1583136000000,0.0001
1583164800004,0.0001
1583193600000,0.0001
1583222400003,0.0001
1583251200000,0.0001
1583280000002,0.0001
1583308800000,0.0001
1583337600001,0.00024328
1583366400000,0.0001
1583395200000,0.00023481
1583424000000,0.00019521
1583452800003,0.00020373
1583481600000,0.00021759
1583510400000,0.00035706
1583539200000,0.00039476
1583568000001,0.00032086
1583596800000,0.00032714
1583625600001,0.00054685
1583654400000,0.00049747
1583683200006,0.00042921
1583712000000,0.0001
1583740800000,0.0001
1583769600000,0.0001
1583798400000,0.0001
1583827200000,0.0001
1583856000000,0.0001
1583884800001,0.0001
1583913600000,0.0001
1583942400000,0.00022898
1583971200001,0.00010572
1584000000001,0.0001
1584028800000,-0.00015149
1584057600000,-0.00016073
1584086400000,-0.003
1584115200002,-0.00065378
1584144000000,-0.00076421
1584172800001,-0.00004946
1584201600000,-0.00050325
1584230400000,-0.00047893
1584259200000,-0.00054208
1584288000001,-0.0004879
1584316800000,-0.00028282
1584345600000,-0.00036873
1584374400001,-0.00090358
1584403200000,-0.0002383
1584432000000,-0.00003681
1584460800000,-0.00010573
1584489600000,-0.00014706
1584518400000,-0.00035528
1584547200000,-0.00033374
1584576000000,-0.00015042
1584604800000,-0.00022004
1584633600000,-0.00027089
1584662400000,-0.00015469
1584691200000,-0.00001171
1584720000000,0.0001
1584748800000,0.00008327
1584777600000,-0.00000915
1584806400000,-0.00011557
1584835200000,-0.00002842
1584864000001,0.0001
1584892800000,0.00000224
1584921600000,-0.00016796
1584950400000,-0.00016295
1584979200000,0.0001
1585008000000,0.0001
1585036800000,0.0001
1585065600000,0.0001
1585094400000,0.0001
1585123200000,0.00009958
1585152000001,0.00009813
1585180800006,-0.0000162
1585209600002,0.0001
1585238400000,0.00001599
1585267200000,0.00006223
1585296000000,0.00006838
1585324800000,0.00000148
1585353600000,-0.00012203
1585382400000,-0.00041263
1585411200000,-0.0002165
1585440000000,-0.00023282
1585468800001,-0.0002912
1585497600000,-0.00025613
1585526400000,-0.0006431
1585555200000,-0.00033817
1585584000000,-0.00006982
1585612800000,-0.00005383
1585641600001,-0.00015273
1585670400001,-0.000162
1585699200002,-0.00009237
1585728000000,-0.0004868
1585756800001,-0.00034983
1585785600000,-0.0001933
1585814400000,0.0000328
1585843200000,0.00009417
1585872000000,0.00009047
1585900800000,7.9e-7
1585929600000,0.0001
1585958400000,0.00006184
1585987200000,0.00005655
1586016000000,-0.0000777
1586044800001,-0.00004495
1586073600000,0.00004198
1586102400000,0.00003859
1586131200000,0.00002364
1586160000000,0.00000654
1586188800000,-0.00008471
1586217600000,-0.00012883
1586246400000,-0.00002915
1586275200000,0.00001131
1586304000000,-0.00002763
1586332800000,0.0001
1586361600000,0.00006677
1586390400000,0.0001
1586419200001,-0.00010005
1586448000000,-0.00008854
1586476800001,-0.00005003
1586505600000,0.0001
1586534400000,0.0001
1586563200000,0.0001
1586592000000,0.0001
1586620800000,0.0001
1586649600000,0.0001
1586678400006,0.0001
1586707200001,0.00008453
1586736000001,0.00007954
1586764800000,-0.00020271
1586793600000,-0.00002882
1586822400000,-0.00001244
1586851200000,0.00005454
1586880000000,-0.00020028
1586908800000,-0.00012803
1586937600000,-0.0000463
1586966400000,0.00002925
1586995200000,-0.00007017
1587024000000,-0.00046001
1587052800000,0.00006364
1587081600000,0.00005926
1587110400000,0.00003345
1587139200000,-0.00006771
1587168000000,-0.00003132
1587196800000,-0.00017145
1587225600000,-0.00019642
1587254400000,-0.00019142
1587283200000,-0.00005966
1587312000000,0.00008514
1587340800000,-0.0000131
1587369600000,-0.00001874
1587398400000,-0.00005762
1587427200000,-0.0000918
1587456000001,-0.00007539
1587484800000,0.0001
1587513600001,-0.00002663
1587542400000,-0.00011402
1587571200000,-0.00031244
1587600000000,-0.0002234
1587628800001,-0.00015491
1587657600000,0.0001
1587686400000,0.0001
1587715200000,0.0001
1587744000000,0.0001
1587772800003,0.0001
1587801600000,0.0001
1587830400000,0.0001
1587859200000,0.0001
1587888000000,0.00007493
1587916800000,0.0001
1587945600000,0.0001
1587974400005,0.0001
1588003200000,0.0001
1588032000000,0.0001
1588060800000,0.0001
1588089600000,0.0001
1588118400000,0.0001
1588147200001,0.0001
1588176000000,0.0001
1588204800000,0.00013208
1588233600000,0.00097517
1588262400000,0.0001
1588291200000,0.00021072
1588320000000,0.00017885
1588348800000,0.00013528
1588377600000,0.0001
1588406400000,0.0001
1588435200000,0.00010144
1588464000000,0.0001
1588492800000,0.0001981
1588521600000,0.00015162
1588550400000,0.00011925
1588579200005,0.0001
1588608000000,0.0001
1588636800000,0.0001
1588665600000,0.0001
1588694400000,0.0001
1588723200001,0.0001
1588752000000,0.0001
1588780800000,0.00035981
1588809600000,0.0001
1588838400011,0.0001
1588867200000,0.0001
1588896000000,0.00016094
1588924800001,0.00034016
1588953600000,0.0005319
1588982400000,0.00042037
1589011200000,0.00075816
1589040000000,0.00058018
1589068800000,0.00042326
1589097600000,0.0001
1589126400000,0.0001
1589155200000,0.0001
1589184000000,0.0001
1589212800000,0.0001
1589241600000,0.0001
1589270400001,0.0001
1589299200000,0.0001
1589328000000,0.0001
1589356800000,0.0001
1589385600000,0.0001
1589414400000,0.0001
1589443200000,0.0001
1589472000000,0.0001
1589500800000,0.0001
1589529600000,0.000044
1589558400001,0.0001
1589587200008,0.0001
1589616000000,0.0001
1589644800000,0.0001
1589673600002,0.00008001
1589702400000,0.00004125
1589731200000,0.00000888
1589760000000,0.0001
1589788800000,0.0001
1589817600001,-0.0000664
1589846400005,0.0001
1589875200000,0.00007892
1589904000000,0.0001
1589932800000,0.0001
1589961600000,0.0001
1589990400006,0.0001
1590019200000,-0.00009027
1590048000000,0.00006809
1590076800000,0.0001
1590105600006,-0.0000515
1590134400000,-0.00002396
1590163200000,0.00006867
1590192000003,-0.00002092
1590220800000,-0.00001081
1590249600000,0.00007023
1590278400006,0.0001
1590307200000,0.00007917
1590336000000,0.00006724
1590364800000,0.00006784
1590393600000,-0.00004286
1590422400000,-0.00004226
1590451200000,-3.5e-7
1590480000006,0.0001
1590508800000,0.00004599
1590537600000,0.00002104
1590566400000,0.0001
1590595200000,-0.00014025
1590624000000,-0.00011366
1590652800000,-0.00006862
1590681600000,-0.00001187
1590710400000,0.00002618
1590739200000,0.00001877
1590768000000,-0.00000604
1590796800000,0.0001
1590825600001,0.0001
1590854400000,0.0001
1590883200000,0.0001
1590912000001,0.0001
1590940800000,0.0001
1590969600000,0.0001
1590998400001,-0.00002911
1591027200000,0.00000938
1591056000000,0.0003448
1591084800002,0.0007831
1591113600000,0.0001
1591142400000,0.0001
1591171200000,0.00008646
1591200000002,0.0001
1591228800001,0.0001
1591257600004,0.0001
1591286400001,0.0001
1591315200001,0.0001
1591344000000,0.0001
1591372800001,0.0001
1591401600000,0.0001
1591430400000,0.0001
1591459200000,0.0001
1591488000000,0.0001
1591516800000,0.0001
1591545600006,0.0001
1591574400008,0.0001
1591603200007,0.0001
1591632000000,0.0001
1591660800000,0.0001
1591689600000,0.0001
1591718400000,0.0001
1591747200000,0.0001
1591776000000,0.0001
1591804800000,0.0001
1591833600008,0.0001
1591862400001,0.0001
1591891200000,0.0001
1591920000003,0.0001
1591948800000,-0.00003816
1591977600002,0.00009714
1592006400000,-0.00001942
1592035200001,0.00007217
1592064000000,0.0001
1592092800007,0.00007102
1592121600000,0.0001
1592150400001,0.0001
1592179200000,0.0001
1592208000001,-0.00004149
1592236800000,-0.00018213
1592265600002,-0.00015215
1592294400000,0.0001
1592323200006,0.0001
1592352000000,0.00007764
1592380800007,-0.0000832
1592409600000,0.0000751
1592438400003,-0.00010005
1592467200001,-0.00011589
1592496000002,0.00007624
1592524800001,-0.00000157
1592553600003,0.0000194
1592582400000,0.0001
1592611200000,0.0001
1592640000009,0.00001186
1592668800006,0.0001
1592697600000,-0.00003057
1592726400000,-0.0000129
1592755200000,0.0001
1592784000000,0.0001
1592812800000,0.00006784
1592841600001,0.0001
1592870400000,0.0001
1592899200002,0.0001
1592928000000,0.00012215
1592956800001,0.00011286
1592985600000,0.0001
1593014400000,0.0001
1593043200000,0.0001
1593072000000,0.0001
1593100800000,0.0001
1593129600000,0.00009401
1593158400000,0.0001
1593187200000,0.0001
1593216000003,0.0001
1593244800004,0.0001
1593273600000,0.0001
1593302400003,0.0001
1593331200001,0.0001
1593360000000,0.00004867
1593388800000,0.0001
1593417600005,0.0001
1593446400000,0.0001
1593475200000,0.0001
1593504000001,0.0001
1593532800002,0.0001
1593561600002,0.0001
1593590400000,0.0001
1593619200000,0.0001
1593648000001,0.0001
1593676800001,0.0001
1593705600000,0.0001
1593734400000,0.0001
1593763200001,0.0001
1593792000000,0.0001
1593820800002,0.0001
1593849600002,0.0001
1593878400001,0.0001
1593907200000,0.0001
1593936000000,0.0001
1593964800000,0.0001
1593993600000,0.0001
1594022400001,0.0001
1594051200000,0.0001
1594080000000,0.0001
1594108800006,0.0001
1594137600000,0.0001
1594166400000,0.0001
1594195200000,0.0001
1594224000000,0.0001
1594252800001,0.0001
1594281600002,0.0001
1594310400000,0.0001
1594339200000,0.0001
1594368000001,0.0001
1594396800000,0.0001
1594425600000,0.0001
1594454400000,0.0001
1594483200000,0.0001
1594512000000,0.0001
1594540800000,0.0001
1594569600000,0.0001
1594598400000,0.0001
1594627200001,0.0001
1594656000000,0.0001
1594684800001,0.0001
1594713600000,0.0001
1594742400000,0.0001
1594771200000,0.0001
1594800000000,0.0001
1594828800000,0.0001
1594857600000,0.0001
1594886400002,0.0001
1594915200001,0.0001
1594944000001,0.0001
1594972800000,0.0001
1595001600000,0.0001
1595030400003,0.0001
1595059200001,0.0001
1595088000000,0.0001
1595116800000,0.0001
1595145600000,0.0001
1595174400000,0.0001
1595203200000,0.0001
1595232000000,0.0001
1595260800001,0.0001
1595289600000,0.0001
1595318400001,0.0001
1595347200004,0.0001
1595376000000,0.0001
1595404800000,0.0001
1595433600000,0.0001
1595462400001,0.0001
1595491200000,0.0001
1595520000001,0.0001
1595548800000,0.0001
1595577600000,0.0001
1595606400000,0.0001
1595635200000,0.0001
1595664000001,0.0001
1595692800000,0.0001
1595721600000,0.0001
1595750400000,0.0001
1595779200000,0.00065437
1595808000000,0.00047138
1595836800000,0.00086993
1595865600000,0.00051888
1595894400000,0.00139484
1595923200001,0.00122052
1595952000000,0.00097576
1595980800000,0.00083621
1596009600000,0.00068208
1596038400000,0.00061856
1596067200000,0.00061759
1596096000001,0.00072329
1596124800000,0.00069174
1596153600000,0.00082654
1596182400001,0.00039348
1596211200000,0.00037716
1596240000005,0.0002791
1596268800000,0.00030785
1596297600001,0.00048996
1596326400000,0.00095567
1596355200001,0.0004243
1596384000001,0.00024752
1596412800000,0.0002585
1596441600001,0.00045929
1596470400000,0.00043731
1596499200003,0.00031113
1596528000000,0.00030647
1596556800000,0.00038617
1596585600000,0.00013898
1596614400000,0.00016613
1596643200000,0.00022044
1596672000000,0.00038867
1596700800007,0.00038696
1596729600000,0.00036099
1596758400001,0.00031707
1596787200000,0.00021201
1596816000000,0.00023934
1596844800000,0.0001
1596873600000,0.0001
1596902400000,0.0001
1596931200000,0.0001
1596960000000,0.00021066
1596988800000,0.00014574
1597017600001,0.0001
1597046400000,0.00131898
1597075200001,0.00030218
1597104000001,0.00013372
1597132800000,0.00022736
1597161600001,0.00059816
1597190400000,0.0001
1597219200000,0.0001
1597248000000,0.0001
1597276800002,0.0001
1597305600000,0.0001
1597334400000,0.0001
1597363200000,0.00017598
1597392000000,0.00044038
1597420800000,0.00027433
1597449600000,0.0001
1597478400001,0.0003665
1597507200001,0.00021904
1597536000000,0.0001564
1597564800000,0.00048777
1597593600000,0.00031524
1597622400000,0.00026342
1597651200000,0.00039806
1597680000000,0.0008576
1597708800001,0.00119905
1597737600008,0.00078206
1597766400000,0.00100156
1597795200000,0.00077293
1597824000000,0.00054924
1597852800000,0.00024051
1597881600001,0.00024189
1597910400000,0.0001159
1597939200000,0.00018281
1597968000000,0.0001
1597996800000,0.0001
1598025600017,0.0001
1598054400000,0.0001
1598083200000,0.0001
1598112000000,0.0001
1598140800000,0.0001
1598169600000,0.0001
1598198400000,0.0001
1598227200006,0.0001
1598256000001,0.0001
1598284800000,0.0001
1598313600000,0.0001
1598342400000,0.0001
1598371200000,0.0004258
1598400000000,0.00023316
1598428800008,0.0001
1598457600002,0.00013038
1598486400000,0.0001
1598515200010,0.0001
1598544000000,0.0001
1598572800000,0.0001
1598601600001,0.0001
1598630400000,0.0001
1598659200002,0.0001
1598688000006,0.0001
1598716800003,0.0001
1598745600000,0.0001
1598774400000,0.0001
1598803200000,0.0001
1598832000000,0.0001
1598860800001,0.0001
1598889600001,0.00015461
1598918400000,0.0001
1598947200000,0.00022961
1598976000000,0.0004686
1599004800000,0.00032895
1599033600006,0.00035074
1599062400000,0.00045038
1599091200001,0.00021394
1599120000004,0.00016828
1599148800000,0.00024709
1599177600005,0.0001
1599206400000,0.0001
1599235200006,0.0001
1599264000000,0.0001
1599292800004,0.0001
1599321600001,0.0001
1599350400004,0.0001
1599379200000,0.0001
1599408000000,0.0001
1599436800002,0.0001
1599465600004,0.0001
1599494400001,0.0001
1599523200007,0.0001
1599552000006,0.0001
1599580800014,0.0001
1599609600000,0.0001
1599638400000,0.0001
1599667200000,0.0001
1599696000000,0.0001
1599724800005,0.0001
1599753600000,0.0001
1599782400000,0.0001
1599811200008,0.0001
1599840000000,0.0001
1599868800008,0.0001
1599897600000,0.0001
1599926400008,0.0001
1599955200000,0.0001
1599984000000,0.0001
1600012800004,0.0001
1600041600003,0.0001
1600070400008,0.0001
1600099200000,0.00000868
1600128000000,-0.0002227
1600156800010,-0.00002796
1600185600003,-0.00005156
1600214400014,-0.00011181
1600243200000,-0.00001488
1600272000001,-0.00003198
1600300800006,-0.00000563
1600329600012,0.00002957
1600358400000,9.8e-7
1600387200001,0.00009425
1600416000002,0.00005579
1600444800002,0.00004967
1600473600000,-0.0001155
1600502400005,-0.0001098
1600531200008,-0.00005749
1600560000002,-0.00006476
1600588800005,-0.00011198
1600617600005,-0.00006625
1600646400000,-0.00007506
1600675200001,-0.00012071
1600704000000,0.0001
1600732800001,0.0001
1600761600000,0.0001
1600790400004,0.0001
1600819200007,0.00004321
1600848000001,-0.00002604
1600876800001,-0.00005506
1600905600000,0.00003817
1600934400000,0.00006991
1600963200000,0.00001182
1600992000009,-0.00023219
1601020800045,0.00002542
1601049600000,0.0001
1601078400000,0.0001
1601107200000,0.0001
1601136000005,0.0001
1601164800000,0.0001
1601193600000,0.0001
1601222400019,0.0001
1601251200001,0.0001
1601280000000,0.0001
1601308800002,0.0001
1601337600000,0.0001
1601366400000,0.0001
1601395200000,0.0001
1601424000005,0.0001
1601452800000,0.0001
1601481600000,0.0001
1601510400000,0.00007412
1601539200000,0.0001
1601568000000,0.0001
1601596800011,-0.00000263
1601625600000,-0.00001652
1601654400005,0.0001
1601683200000,0.0001
1601712000001,0.0001
1601740800000,0.00009749
1601769600000,-0.00002144
1601798400003,0.00005039
1601827200001,-0.00000756
1601856000000,-0.00003381
1601884800000,-0.00009143
1601913600012,-0.00006912
1601942400000,-0.00000126
1601971200005,-0.00008313
1602000000000,0.00006937
1602028800000,0.00000511
1602057600000,-0.00000858
1602086400000,0.00001553
1602115200000,0.00002693
1602144000009,0.00003248
1602172800003,0.00008856
1602201600001,0.00006128
1602230400000,0.0001
1602259200004,0.0001
1602288000005,0.0001
1602316800000,0.0001
1602345600011,0.0001
1602374400002,0.0001
1602403200003,0.0001
1602432000004,0.0001
1602460800001,0.0001
1602489600000,0.0001
1602518400011,0.0001
1602547200003,0.0001
1602576000000,0.0001
1602604800001,0.0001
1602633600001,0.0001
1602662400000,0.0001
1602691200001,0.0001
1602720000000,0.0001
